ID;Nome;Sexo;Idade;Estado Civil;Identidade;CPF;Cidade;UF;Região;Nº Filhos;Altura;Peso;Saúde;Signo;Telefone Celular;Uso do Celular;Internet;E-mail;Banco;Saldo em Conta;Cartão de Crédito;Dívida no Cartão;TV;Gosta de Games;Gosta de Filmes;Lê Livros;Casa Própria;Ocupação ou Trabalho;Carro;Marca do Carro;Custo Combustivel Mensal;Comida;Ir ao Restaurante;Fruta;Flor;Animal;Esporte;Time de Futebol;Escola do Filhos;Mensalidade Escola;
id-0007502;Aparecida;Feminino;22;Divorciada;M722041546;89062920813;Poconé;MT;Região Centro-Oeste;0;1,70;77;Alérgica;Sagitário;905914515;Celular;Wifi;aparecida@uol.com;Caixa Econômica;327687;Visa;Sim;TV por assinatura;Gosta;Gosta;Raramente;Alugada;Meteorologia;Fúria GT;FNM;58;Acerola suco;Não Gosta;Tamarindo;Gardênia;Tartaruga;Ginástica;Aparecidense;Não;x;
id-0007503;Elizabeth;Feminino;84;Solteira;Y109239153;95876863145;Ipueira;RN;Região Nordeste;3;1,82;106;Alérgica;Touro;914631397;Celular;Não tem internet;elizabeth@uol.com;Bradesco;686729;Elo;Não;TV por assinatura;Não Gosta;Não Gosta;Raramente;Emprestada;Engenharia de Alimentos;2008;Peugeot;280;Queijo de Minas fresco;Gosta;Jambolão;Lisianto;Garça-real;Arco e Flecha;Paraná;Pública;0;
id-0007504;Fabiano;Masculino;73;Divorciado;W309525566;95106337958;São Bento do Norte;RN;Região Nordeste;1;1,99;91;Alérgico;Escorpião;960369887;Whatsapp;Banda Larga;fabiano_338@bol.com;Caixa Econômica;271576;Diners Club;Sim;TV pela internet;Não Gosta;Gosta;Toda semana;Própria;Gestão Comercial;Corsa;Chevrolet;99;Rapadura;Não Gosta;Tamarindo;Medinila;Perdiz;Levantamento de Peso;Novorizontino;Particular;553;
id-0007505;Débora;Feminino;33;Casada;W177364387;08005273701;São Geraldo da Piedade;MG;Região Sudeste;1;1,88;66;Não Alérgica;Capricórnio;996301399;Celular;Banda Larga;debora_322@uol.com;Bradesco;417256;Diners Club;Não;TV aberta;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Gestão da Qualidade;Rancho TT;Edra;82;Acerola suco;Gosta;Mamoncillo;Crino;Canguru;Tourada;Santa Cruz-PB;Particular;590;
id-0007506;Pietro;Masculino;47;Divorciado;W273098912;54915688862;Vargem Grande do Sul;SP;Região Sudeste;4;1,52;65;Não Alérgico;Sagitário;990621325;Celular;Banda Larga;pietro_905@uol.com;Itaú;295858;American Express;Não;TV por assinatura;Gosta;Gosta;Raramente;Emprestada;Relações Públicas;2008;Peugeot;305;Acerola suco;Gosta;Azeitona ;Cufeia;Tentilhão;Atletismo;Floresta;Pública;0;
id-0007507;Mia;Feminino;49;Solteira;M554180906;71354610144;Vitória da Conquista;BA;Região Nordeste;1;1,70;90;Alérgica;Virgem;969555145;Whatsapp;Banda Larga;mia@yahoo.com;Caixa Econômica;841218;Hipercard;Sim;TV pela internet;Não Gosta;Gosta;Toda semana;Emprestada;Direito;Grande;DKW-Vemag;96;Camarão na moranga;Gosta;Melão ;Camélia;Rato;Bocha;Eibar;Particular;409;
id-0007508;Mônica;Feminino;42;Casada;R722958917;19176686013;Fênix;PR;Região Sul;3;1,67;106;Alérgica;Touro;901510855;Whatsapp;Wifi;monica@uol.com;Banco do Brasil;468147;Hipercard;Não;TV por assinatura;Gosta;Gosta;Não;Própria;Construção Civil;T4;Troller;148;Arroz, feijão, bife e batata frita;Não Gosta;Framboesa ;Margarida;Gaivota;Rugby;Operário VG;Particular;515;
id-0007509;Brenda;Feminino;82;Casada;Y517853372;65667777757;Indaial;SC;Região Sul;3;1,82;101;Não Alérgica;Capricórnio;970617916;Celular;Banda Larga;brenda_802@terra.com;Banco do Brasil;841564;Mastercard;Sim;TV pela internet;Não Gosta;Gosta;Toda semana;Alugada;Estética e Cosmética;4200 GT;Brasinca;345;Caldo de piranha;Não Gosta;Conde;Vinca-pendente;Macaco;Biribol;Palmeiras;Particular;316;
id-0007510;Patrick;Masculino;29;Solteiro;M828738996;49558775147;Guarapuava;PR;Região Sul;4;1,83;65;Não Alérgico;Câncer;958053823;Whatsapp;Wifi;patrick_944@uol.com;Santander;101;American Express;Não;TV por assinatura;Gosta;Gosta;Raramente;Alugada;Processos Metalúrgicos;828;PAG/Dacon;53;Bolinho de bacalhau;Não Gosta;Ameixa;Chiquita-bacana;Formiga;Atletismo;Brasil de Pelotas;Pública;0;
id-0007511;Ana Júlia;Feminino;54;Solteira;Y286477386;49932573677;Ruy Barbosa;BA;Região Nordeste;1;1,77;88;Alérgica;Peixes;954085387;Celular;Wifi;anajulia_939@terra.com;Santander;534741;Visa;Sim;TV pela internet;Não Gosta;Não Gosta;Uma vez por mês;Alugada;Processos Gerenciais;207 SW;Peugeot;299;Palmito;Não Gosta;Carambola ;Tango;Lobo;Arco e Flecha;Werder Bremen;Pública;0;
id-0007512;Giovanna;Feminino;28;Casada;M753787682;25875004739;Contendas do Sincorá;BA;Região Nordeste;0;1,62;83;Alérgica;Touro;967795122;Celular;Não tem internet;giovanna_702@terra.com;Caixa Econômica;1170;Hipercard;Não;TV pela internet;Não Gosta;Não Gosta;Toda semana;Alugada;Meteorologia;828;PAG/Dacon;158;Pamonha;Não Gosta;Maná;Cufeia;Foca;Luta Livre;Dom Bosco;Não;x;
id-0007513;Arthur;Masculino;85;Casado;M522111047;99492028081;Orlândia;SP;Região Sudeste;0;1,62;85;Alérgico;Áries;998939601;Celular;Banda Larga;arthur_894@bol.com;Bradesco;656027;American Express;Sim;TV aberta;Gosta;Não Gosta;Raramente;Própria;Engenharia Ambiental e Sanitária;HB20S;Hyundai;306;Macarrão com requeijão;Não Gosta;Acerola;Calanchoê-fantasma;Anta;Automobilismo;Maracaju;Não;x;
id-0007514;Cristian;Masculino;55;Divorciado;W829655673;78314944881;Maximiliano de Almeida;RS;Região Sul;3;1,91;104;Alérgico;Virgem;913937871;Whatsapp;Banda Larga;cristian@yahoo.com;Banco do Brasil;505723;Mastercard;Sim;TV por assinatura;Gosta;Gosta;Uma vez por mês;Emprestada;Agrimensura;828;PAG/Dacon;182;Leitão à pururuca;Gosta;Embaúba;Bananeirinha-de-jardim;Rouxinol;Mergulho;Croácia;Pública;0;
id-0007515;Ava;Feminino;26;Casada;Y615996325;24681707253;São Pedro da Cipa;MT;Região Centro-Oeste;0;1,69;77;Alérgica;Virgem;982072277;Celular;Não tem internet;ava_791@gmail.com;Bradesco;326688;Visa;Sim;TV pela internet;Gosta;Gosta;Não;Emprestada;Estética e Cosmética;C70;Volvo;138;Sorvete de milho;Gosta;Damasco ;Columeia-peixinho;Enguia;Tourada;Vasco;Não;x;
id-0007516;Roberta;Feminino;71;Casada;W354995576;14034183950;Abaiara;CE;Região Nordeste;3;1,73;90;Não Alérgica;Gêmeos;981332237;Celular;Não tem internet;roberta_116@gmail.com;Santander;702048;Mastercard;Sim;TV por assinatura;Gosta;Gosta;Raramente;Própria;Dança;Mondeo;Ford;128;Sem preferência;Gosta;Durião;Bastão-do-imperador;Rena;Frescobol;Valencia;Particular;484;
id-0007517;Cristiana;Feminino;31;Casada;Y635623188;25558847057;Miravânia;MG;Região Sudeste;0;1,88;110;Não Alérgica;Libra;992874965;Whatsapp;Banda Larga;cristiana_741@outlook.com;Caixa Econômica;51788;Elo;Sim;TV aberta;Gosta;Gosta;Raramente;Própria;Biblioteconomia;RX;Lexus;232;Chimarrão;Gosta;Framboesa ;Crista-de-galo;Cavalo;Basquete;Southampton;Não;x;
id-0007518;Milena;Feminino;41;Solteira;W241581027;73909203995;Amontada;CE;Região Nordeste;4;1,79;85;Alérgica;Leão;946236834;Whatsapp;Não tem internet;milena_726@uol.com;Bradesco;111665;Visa;Não;TV pela internet;Gosta;Gosta;Toda semana;Própria;Engenharia de Biossistemas;504 Pickup Diesel;Peugeot;187;Quebra queixo;Não Gosta;Cabeludinha;Jasmim-da-índia;Lémure;Esportes de Inverno;Santo André;Particular;400;
id-0007519;Emanuelle;Feminino;62;Solteira;W407637494;52934220215;Itaberaba;BA;Região Nordeste;4;1,97;75;Alérgica;Virgem;918616764;Whatsapp;Não tem internet;emanuelle@bol.com;Caixa Econômica;333433;Elo;Não;TV aberta;Não Gosta;Gosta;Toda semana;Alugada;Engenharia de Transporte e da Mobilidade;3500 HD;GMC;192;Mandioca frita;Gosta;Cambucá;Bulbine;Coelho;Arco e Flecha;Alto Acre;Particular;329;
id-0007520;Luciano;Masculino;83;Divorciado;M278019400;15532928865;Jardim de Angicos;RN;Região Nordeste;4;1,77;68;Alérgico;Virgem;950054746;Whatsapp;Banda Larga;luciano@gmail.com;Bradesco;431375;Hipercard;Sim;TV pela internet;Gosta;Gosta;Raramente;Alugada;Aquicultura;1093;Willys Overland;73;Umbu em natura;Não Gosta;Lucuma;Barléria;Borboleta;Bodyboard;Toledo;Particular;440;
id-0007521;Amanda;Feminino;23;Divorciada;R812595830;79560725132;Caririaçu;CE;Região Nordeste;4;1,98;103;Não Alérgica;Leão;908544012;Whatsapp;Banda Larga;amanda@terra.com;Caixa Econômica;352059;American Express;Não;TV aberta;Não Gosta;Gosta;Raramente;Alugada;Sistemas de Telecomunicações;2300 Álcool Ti;Alfa Romeo;273;Caldo de mocotó;Não Gosta;Salak;Poinsétia;Urso	 ;Bodyboard;Operário-PR;Pública;0;
id-0007522;Davi Miguel;Masculino;69;Solteiro;R878729080;25685098122;Adustina;BA;Região Nordeste;1;1,95;68;Alérgico;Escorpião;938930944;Whatsapp;Não tem internet;davimiguel_498@bol.com;Caixa Econômica;409498;Diners Club;Não;TV pela internet;Não Gosta;Não Gosta;Uma vez por mês;Própria;Estudos de Gênero e Diversidade;Eclipse;Mitsubishi;311;Romeu e Julieta;Gosta;Babaco;Girassol;Ratazana;Rodeio;Werder Bremen;Particular;510;
id-0007523;Tiago;Masculino;62;Solteiro;R645024326;92465675459;Saudades;SC;Região Sul;2;1,86;105;Alérgico;Libra;995129776;Celular;Não tem internet;tiago@outlook.com;Bradesco;659206;Mastercard;Sim;TV aberta;Gosta;Gosta;Toda semana;Emprestada;Engenharia Naval;Opala;Chevrolet;250;Biscoito de polvilho;Gosta;Maçã ;Calanchoê;Lagosta;Vôlei;Liverpool;Pública;0;
id-0007524;Murilo;Masculino;38;Divorciado;Y801257621;52252919438;Presidente Lucena;RS;Região Sul;1;1,99;69;Alérgico;Capricórnio;912312782;Celular;Não tem internet;murilo_743@uol.com;Bradesco;910755;Hipercard;Não;TV aberta;Não Gosta;Gosta;Raramente;Emprestada;Engenharia Acústica;Galaxie 500;Ford;86;Pão de mel com doce de leite;Gosta;Zimbro ;Tango;Foca;Ginástica;Jacuipense;Pública;0;
id-0007525;Marcela;Feminino;39;Casada;Y789326762;22792252473;Lambari;MG;Região Sudeste;1;1,91;87;Não Alérgica;Gêmeos;949537744;Whatsapp;Wifi;marcela@uol.com;Bradesco;880031;Mastercard;Sim;TV aberta;Não Gosta;Não Gosta;Toda semana;Emprestada;Serviço Social;2300 03;Alfa Romeo;78;Queijo coalho na brasa;Não Gosta;Jatobá;Cattleya harrisoniae;Salamandra;Basquete;Ypiranga-PE;Particular;547;
id-0007526;Cassius;Masculino;54;Casado;Y541006393;14159523123;Itabirinha;MG;Região Sudeste;2;1,73;60;Não Alérgico;Aquário;919439405;Celular;4G;cassius_654@gmail.com;Banco do Brasil;812991;Mastercard;Não;TV por assinatura;Gosta;Não Gosta;Uma vez por mês;Emprestada;Ciências Contábeis;City;Honda;172;Baião de dois;Não Gosta;Maná;Lírio-da-paz;Iaque;Tamboréu;Cuiabá;Particular;405;
id-0007527;Ana Cecília;Feminino;48;Divorciada;W339272053;07707010076;Major Gercino;SC;Região Sul;3;1,67;79;Não Alérgica;Virgem;972628565;Celular;Wifi;anacecilia_647@yahoo.com;Bradesco;849744;Mastercard;Não;TV aberta;Não Gosta;Gosta;Uma vez por mês;Emprestada;Automação Industrial;Spyder 550 S L.M.;Chamonix;132;Pingado de padaria;Não Gosta;Açaí;Gérbera;Castor;Tênis;Espanyol;Particular;378;
id-0007528;Anna;Feminino;32;Casada;Y139765801;81859094393;Sucupira do Riachão;MA;Região Nordeste;1;1,91;103;Alérgica;Áries;995120648;Whatsapp;4G;anna_195@yahoo.com;Santander;589997;Diners Club;Não;TV por assinatura;Gosta;Gosta;Não;Alugada;Musicoterapia;Creta;Hyundai;315;Acarajé;Não Gosta;Jujuba;Calceolária;Sapo;Mergulho;URT;Pública;0;
id-0007529;Leila;Feminino;26;Divorciada;Y181921681;43622266018;Cariri do Tocantins;TO;Região Norte;1;1,54;101;Não Alérgica;Áries;982562444;Whatsapp;Banda Larga;leila_897@gmail.com;Banco do Brasil;856652;Mastercard;Sim;TV por assinatura;Não Gosta;Gosta;Raramente;Própria;Produção Audiovisual;Suprema;Chevrolet;220;Sorvete de milho;Não Gosta;Feijoa;Calceolária;Estrela-do-mar;Futebol;Amax;Particular;592;
id-0007530;Berenice;Feminino;82;Divorciada;R329019979;08139376395;Ibema;PR;Região Sul;1;1,79;78;Não Alérgica;Escorpião;907470905;Celular;4G;berenice@yahoo.com;Caixa Econômica;154978;Mastercard;Não;TV por assinatura;Não Gosta;Gosta;Uma vez por mês;Emprestada;Saúde Coletiva;Alvorada;Simca;147;Paçoca de amendoim;Gosta;Ilama;Anêmona-do-japão;Caracol;Esgrima;Genus;Particular;470;
id-0007531;João Gabriel;Masculino;25;Casado;R178940689;64505222803;Araguatins;TO;Região Norte;4;1,94;87;Não Alérgico;Sagitário;943100817;Whatsapp;4G;joaogabriel_839@uol.com;Itaú;507759;Elo;Não;TV aberta;Gosta;Não Gosta;Uma vez por mês;Própria;Gestão Comercial;G-800;Gurgel;143;Caruru;Gosta;Cagaita;Cravo;Guaxinim;Patinação;Dorense;Particular;568;
id-0007532;Marina;Feminino;37;Solteira;W238857095;77126191135;Novais;SP;Região Sudeste;4;1,67;104;Não Alérgica;Touro;981916328;Whatsapp;Wifi;marina@terra.com;Bradesco;470444;Visa;Não;TV por assinatura;Gosta;Não Gosta;Toda semana;Emprestada;Teatro;Kia Forte;Kia;103;Sanduíche de pernil;Gosta;Naranjilla;Bulbine;Dragão-de-Komodo;Atletismo;União Suzano;Pública;0;
id-0007533;Beatriz;Feminino;62;Solteira;R486863044;87633348759;Palmeirante;TO;Região Norte;4;1,58;67;Alérgica;Touro;920090782;Celular;4G;beatriz@outlook.com;Banco do Brasil;318960;Hipercard;Sim;TV por assinatura;Não Gosta;Gosta;Raramente;Emprestada;Marketing;Mégane Grand Tour;Renault;256;Churrasco grego;Não Gosta;Macadâmia;Rosa-louca;Elefante;Skate;Arábia Saudita;Pública;0;
id-0007534;Daniela;Feminino;49;Divorciada;R795150860;47699544143;Ipecaetá;BA;Região Nordeste;0;1,53;104;Não Alérgica;Leão;965286775;Celular;4G;daniela_464@yahoo.com;Santander;124588;Hipercard;Não;TV pela internet;Gosta;Não Gosta;Raramente;Alugada;Engenharia Nuclear;Pantanal;Troller;81;Umbu em natura;Gosta;Manga ;Veigela;Cormorão;Esqui Aquático;Eibar;Não;x;
id-0007535;Pedro Henrique;Masculino;76;Solteiro;M260684898;41305385459;Barra de São Francisco;ES;Região Sudeste;2;1,98;84;Não Alérgico;Aquário;918590549;Whatsapp;Banda Larga;pedrohenrique_330@outlook.com;Itaú;306803;Visa;Não;TV aberta;Gosta;Gosta;Uma vez por mês;Própria;Gastronomia;Grand Vitara;Suzuki;227;Chá mate gelado e pastel;Gosta;Mangostão ;Cattleya harrisoniae;Tigre;Tênis;São Benedito;Pública;0;
id-0007536;Pietro;Masculino;54;Casado;Y793136461;96406738383;Ituaçu;BA;Região Nordeste;4;1,52;92;Não Alérgico;Virgem;970671279;Whatsapp;Banda Larga;pietro_058@bol.com;Caixa Econômica;956740;Hipercard;Sim;TV aberta;Gosta;Gosta;Toda semana;Alugada;Fotografia;A5;Audi;69;Pé de Moleque;Não Gosta;Umê;Antúrio;Coelho;Caça;França;Particular;544;
id-0007537;Ilma;Feminino;44;Divorciada;Y290569425;54671205817;Mombuca;SP;Região Sudeste;1;1,92;91;Não Alérgica;Touro;980602336;Whatsapp;4G;ilma_826@outlook.com;Banco do Brasil;682104;Diners Club;Sim;TV aberta;Gosta;Gosta;Raramente;Alugada;Psicopedagogia;GT e GT-R;Edra;101;Refrigerante de guaraná;Gosta;Zitrone;Gérbera;Pelicano;Tiro;Prudentópolis;Pública;0;
id-0007538;Fabrício;Masculino;67;Divorciado;M195417582;88869225069;Ibitiúra de Minas;MG;Região Sudeste;4;1,55;98;Não Alérgico;Áries;904578736;Whatsapp;Não tem internet;fabricio@yahoo.com;Banco do Brasil;410018;Diners Club;Não;TV por assinatura;Gosta;Gosta;Raramente;Alugada;Gestão de Recursos Humanos;Eldorado;Cadillac;140;Baião de dois;Não Gosta;Romã ;Alegria-dos-jardins;Toupeira;Caça;Náuas;Particular;555;
id-0007539;Pietro;Masculino;74;Casado;Y785812471;70399190702;Iguatemi;MS;Região Centro-Oeste;3;1,58;106;Não Alérgico;Touro;987260247;Celular;Banda Larga;pietro_634@bol.com;Caixa Econômica;490817;Elo;Sim;TV pela internet;Não Gosta;Gosta;Não;Alugada;História da Arte;Marajó;Chevrolet;336;Bala de banana;Gosta;Durião;Camarão-amarelo;Ave-lira;Navegação;África do Sul;Particular;523;
id-0007540;Penelope;Feminino;56;Solteira;R056314964;81821898613;Belém de Maria;PE;Região Nordeste;3;1,91;83;Alérgica;Virgem;986509563;Celular;Banda Larga;penelope@gmail.com;Bradesco;240084;American Express;Sim;TV por assinatura;Gosta;Não Gosta;Raramente;Alugada;Sistemas Elétricos;Kia Sportage;Kia;345;Cachaça artesanal de qualidade;Não Gosta;Pupunha;Bulbine;Não gosta de animais;Sem preferência;Tottenham;Particular;324;
id-0007541;Astrid;Feminino;71;Divorciada;Y117584843;66830933828;Pedro Régis;PB;Região Nordeste;0;1,56;94;Alérgica;Sagitário;993440886;Whatsapp;Banda Larga;astrid@terra.com;Itaú;173745;Mastercard;Sim;TV pela internet;Não Gosta;Gosta;Raramente;Emprestada;Estudos de Gênero e Diversidade;Rural;Ford;119;Arroz carreteiro;Não Gosta;Pêssego ;Clívia;Órix;Bodyboard;Palermo;Não;x;
id-0007542;Esther;Feminino;33;Solteira;R212762856;75962693247;Boa Esperança;ES;Região Sudeste;2;1,82;105;Alérgica;Câncer;996926790;Celular;4G;esther_660@yahoo.com;Santander;40755;Elo;Sim;TV aberta;Gosta;Não Gosta;Uma vez por mês;Alugada;Gestão Desportiva e de Lazer;Yaris;Toyota;226;Bobó de camarão;Não Gosta;Pinha;Flor-de-lis-da-sibéria;Uapiti;Vôlei;Assu;Pública;0;
id-0007543;Jayden;Masculino;55;Divorciado;M618993873;20489787556;Cedral;SP;Região Sudeste;1;1,75;77;Não Alérgico;Aquário;977291574;Whatsapp;Banda Larga;jayden_346@gmail.com;Banco do Brasil;985972;Hipercard;Sim;TV aberta;Gosta;Não Gosta;Uma vez por mês;Própria;Agronomia;Ibiza;SR Veículos Especiais;67;Requeijão cremoso;Gosta;Manga ;Lupino;Iaque;Biribol;Baraúnas;Pública;0;
id-0007544;Arthur;Masculino;45;Casado;M518535177;66886489639;Altinho;PE;Região Nordeste;4;1,83;61;Não Alérgico;Escorpião;979603697;Celular;Não tem internet;arthur_742@yahoo.com;Caixa Econômica;455113;Elo;Sim;TV pela internet;Não Gosta;Gosta;Toda semana;Alugada;Animação;CR-V;Honda;310;Baião de dois;Não Gosta;Amora;Clívia;Caranguejo;Motociclismo;Avenida;Particular;389;
id-0007545;Adah;Feminino;69;Solteira;Y354249995;44910988991;Penedo;AL;Região Nordeste;3;1,77;89;Não Alérgica;Escorpião;926784142;Whatsapp;Não tem internet;adah@terra.com;Banco do Brasil;243802;American Express;Não;TV por assinatura;Não Gosta;Gosta;Raramente;Própria;Engenharia Têxtil;Kicks;Nissan;225;Couve refogada com alho;Não Gosta;Jaca;Crisântemo;Antílope;Frisbee;Jequié;Pública;0;
id-0007546;Luiz Otávio;Masculino;44;Casado;M714293291;10837285280;Saquarema;RJ;Região Sudeste;0;1,83;67;Não Alérgico;Sagitário;914867689;Celular;Banda Larga;luizotavio@uol.com;Itaú;348365;Diners Club;Não;TV pela internet;Não Gosta;Gosta;Toda semana;Alugada;Gestão de Recursos Humanos;Grand Vitara;Suzuki;328;Pão de mel com doce de leite;Gosta;Uvaia;Camomila;Perdiz;Natação e Saltos Ornamentais;Chievo;Não;x;
id-0007547;Maria Helena;Feminino;33;Casada;W591869935;63340849349;Motuca;SP;Região Sudeste;2;1,66;84;Alérgica;Áries;908039193;Celular;Não tem internet;mariahelena_883@uol.com;Itaú;936236;Visa;Sim;TV aberta;Não Gosta;Não Gosta;Raramente;Própria;Engenharia Biomédica;Panorama;Fiat;102;Pato no tucupi;Gosta;Mangostão ;Rosa;Équidnas;Natação e Saltos Ornamentais;URT;Particular;394;
id-0007548;Amélia;Feminino;47;Solteira;R627491313;91065870162;Mariápolis;SP;Região Sudeste;4;1,68;72;Não Alérgica;Gêmeos;979274322;Celular;Banda Larga;amelia@yahoo.com;Bradesco;826153;American Express;Não;TV por assinatura;Gosta;Gosta;Não;Alugada;Gestão Financeira;M2 Competition;BMW;102;Sonho de padaria;Gosta;Himbeere;Calanchoê-fantasma;Ratazana;Hóquei;Botafogo;Particular;378;
id-0007549;William;Masculino;66;Casado;Y612706202;42874061139;Ubatã;BA;Região Nordeste;2;1,80;65;Não Alérgico;Áries;915130354;Whatsapp;4G;william_960@outlook.com;Caixa Econômica;278659;Mastercard;Não;TV pela internet;Não Gosta;Não Gosta;Toda semana;Alugada;Ciências Humanas;Classe GLK;Mercedes-Benz;78;Pastel de feira;Gosta;Maracujá;Petúnia-perene;Lontra;Atletismo;Vitória-PE;Particular;373;
id-0007550;Thiago;Masculino;21;Solteiro;R827342730;63717270894;Buenópolis;MG;Região Sudeste;4;1,54;84;Não Alérgico;Câncer;915568735;Whatsapp;Banda Larga;thiago@uol.com;Santander;479940;Diners Club;Sim;TV aberta;Gosta;Gosta;Raramente;Alugada;Sistemas para Internet;HB20 ;Hyundai;102;Geléia de mocotó;Não Gosta;Abóbora ;Rabo-de-gato;Sapo;Bocha;União Suzano;Pública;0;
id-0007551;Caleb;Masculino;46;Casado;R514486833;06124949742;Salto da Divisa;MG;Região Sudeste;0;1,81;62;Não Alérgico;Leão;948937482;Whatsapp;4G;caleb_976@gmail.com;Itaú;100830;Elo;Sim;TV aberta;Gosta;Gosta;Toda semana;Própria;Serviço Social;Forester;Subaru;106;Quindim;Não Gosta;Cacau ;Cacto-margarida;Équidnas;Golf;River Plate-SE;Não;x;
id-0007552;Cristiana;Feminino;62;Solteira;M359120847;04099065153;Formoso do Araguaia;TO;Região Norte;3;1,83;66;Não Alérgica;Libra;976488050;Celular;Não tem internet;cristiana_062@yahoo.com;Bradesco;168732;Visa;Não;TV aberta;Não Gosta;Gosta;Toda semana;Alugada;Serviço Social;Dardo F 1.3;Corona;96;Caju castanha;Gosta;Granadilla;Confete;Frango;Pesca;Miguelense;Particular;301;
id-0007553;Mirella;Feminino;58;Casada;Y837016490;69555551193;Cristalândia do Piauí;PI;Região Nordeste;4;1,51;82;Alérgica;Touro;951891708;Celular;Não tem internet;mirella_625@gmail.com;Bradesco;373480;Mastercard;Sim;TV por assinatura;Não Gosta;Gosta;Toda semana;Alugada;Gestão Financeira;Rally;Simca;144;Sem preferência;Gosta;Longan;Estrela-do-egito;Pavão;Peteca;Esporte de Patos;Particular;599;
id-0007554;Larissa;Feminino;22;Divorciada;W166169670;06886503313;Juranda;PR;Região Sul;0;1,77;78;Alérgica;Libra;947775035;Whatsapp;Banda Larga;larissa_674@bol.com;Banco do Brasil;953223;American Express;Sim;TV por assinatura;Não Gosta;Não Gosta;Raramente;Emprestada;Engenharia de Telecomunicações;Kia Carens ;Kia;183;Lasanha de espinafre;Gosta;Biribá;Estrelítzia-de-lança;Avestruz;Bocha;Ji-Paraná;Não;x;
id-0007555;Malu;Feminino;53;Casada;Y312008543;76324751863;São Pedro do Butiá;RS;Região Sul;0;1,75;78;Não Alérgica;Gêmeos;931030103;Celular;Wifi;malu@yahoo.com;Itaú;999018;Hipercard;Não;TV aberta;Gosta;Não Gosta;Raramente;Emprestada;Hotelaria;GT (VW);Puma;95;Melão de Mossoró-RN;Gosta;Abricó;Gailárdia;Lula;Ginástica;Real Sociedad;Não;x;
id-0007556;Kaique;Masculino;21;Solteiro;M070207766;37728999647;Sarapuí;SP;Região Sudeste;2;1,91;110;Não Alérgico;Sagitário;937384659;Whatsapp;Não tem internet;kaique_592@bol.com;Caixa Econômica;707779;Hipercard;Sim;TV aberta;Não Gosta;Gosta;Raramente;Alugada;Não tem;A3 Sedan;Audi;88;Leitão à pururuca;Gosta;Banana;Cattleya harrisoniae;Gorila;Tênis;São Bento;Pública;0;
id-0007557;Fernando;Masculino;39;Solteiro;M066331675;77750981209;Picada Café;RS;Região Sul;0;1,79;98;Não Alérgico;Gêmeos;981070457;Celular;Banda Larga;fernando_385@uol.com;Itaú;135908;Mastercard;Sim;TV por assinatura;Não Gosta;Não Gosta;Toda semana;Emprestada;Ciências Naturais e Exatas;SLK;Mercedes-Benz;240;Palmito;Não Gosta;Lucuma;Margarida-de-paris;Macaco;Surf;Araripina;Não;x;
id-0007558;Zoe;Feminino;24;Divorciada;M078889208;36879806082;Governador Archer;MA;Região Nordeste;0;1,53;67;Não Alérgica;Áries;955068036;Whatsapp;Wifi;zoe@outlook.com;Itaú;572673;Elo;Sim;TV aberta;Não Gosta;Não Gosta;Raramente;Emprestada;Engenharia de Alimentos;Kyron;SsangYong;344;Macarrão com carne moída;Não Gosta;Veludo;Flor-de-santo-antônio;Coelho;Navegação;Presidente Prudente;Não;x;
id-0007559;Ilda;Feminino;28;Casada;Y518181017;55856564831;Betânia;PE;Região Nordeste;3;1,87;84;Não Alérgica;Touro;945692582;Celular;Banda Larga;ilda@outlook.com;Santander;623291;Diners Club;Sim;TV por assinatura;Gosta;Não Gosta;Raramente;Emprestada;Física;Classe C ;Mercedes-Benz;150;Bolinho de bacalhau;Não Gosta;Jatobá;Dedaleira;Burro	;Tamboréu;Tricordiano;Pública;0;
id-0007560;Cloe;Feminino;55;Solteira;R871939969;93936269353;Vista Gaúcha;RS;Região Sul;4;1,68;80;Não Alérgica;Capricórnio;965257935;Whatsapp;Banda Larga;cloe_669@gmail.com;Bradesco;557071;Elo;Não;TV pela internet;Gosta;Não Gosta;Não;Alugada;Engenharia de Biossistemas;XEF;Gurgel;178;Chá mate gelado e pastel;Não Gosta;Naranjilla;Gengibre-concha;Ostra;Futevôlei;Camarões;Pública;0;
id-0007561;Lucas;Masculino;64;Divorciado;R375281602;59285086650;Lagoa Dos Três Cantos;RS;Região Sul;4;1,97;88;Não Alérgico;Libra;901100004;Celular;Banda Larga;lucas_664@gmail.com;Santander;711612;Elo;Sim;TV aberta;Não Gosta;Gosta;Não;Própria;Irrigação e Drenagem;C4 Pallas;Citroën;149;Milho assado;Gosta;Tarumã;Estrela-do-egito;Ave-lira;Deficientes;Betis;Particular;331;
id-0007562;Eliza;Feminino;63;Casada;Y910741419;52840463958;Buriti Dos Lopes;PI;Região Nordeste;1;1,98;89;Alérgica;Virgem;915611689;Whatsapp;Banda Larga;eliza_185@gmail.com;Caixa Econômica;687325;Elo;Não;TV aberta;Gosta;Gosta;Não;Própria;Ciências Exatas e Informática;Beta;Farus;348;Dobradinha;Não Gosta;Morango ;Flor-de-maio;Texugo;Eqüestres;Morrinhos;Particular;477;
